ID,Town,County,Country
30873,Primrose Hill,West Midlands,England
30874,Primrose Hill,Somerset,England
30875,Primrose Hill,"Camden, Greater London",England
30876,Primrose Valley,North Yorkshire,England
30877,Primsland,Worcestershire,England
30878,Prince Hill,Cheshire,England
30879,Prince Royd,West Yorkshire,England
30880,Prince's Marsh,Hampshire,England
30881,Princeland,Perth and Kinross,Scotland
30882,Princes End,West Midlands,England
30883,Princes Gate,Pembrokeshire,Wales
30884,Princes Park,Merseyside,England
30885,Princes Risborough,Buckinghamshire,England
30886,Princethorpe,Warwickshire,England
30887,Princetown,Caerphilly,Wales
30888,Princetown,Devon,England
30889,Prinsted,West Sussex,England
30890,Printstile,Kent,England
30891,Prion,Denbighshire,Wales
30892,Prior Park,Northumberland,England
30893,Prior Rigg,Cumbria,England
30894,Prior's Frome,Herefordshire,England
30895,Prior's Norton,Gloucestershire,England
30896,Priors Halton,Shropshire,England
30897,Priors Hardwick,Warwickshire,England
30898,Priors Marston,Warwickshire,England
30899,Priors Park,Gloucestershire,England
30900,Priorslee,Shropshire,England
30901,Priorswood,Somerset,England
30902,Priory,Pembrokeshire,Wales
30903,Priory Green,Suffolk,England
30904,Priory Hall,Warwickshire,England
30905,Priory Heath,Suffolk,England
30906,Priory Wood,Herefordshire,England
30907,Prisk,The Vale of Glamorgan,Wales
30908,Pristacott,Devon,England
30909,Priston,Somerset,England
30910,Pristow Green,Norfolk,England
30911,Prittlewell,Essex,England
30912,Privett,Hampshire,England
30913,Privett,Hampshire,England
30914,Prixford,Devon,England
30915,Probus,Cornwall,England
30916,Prospect,Cumbria,England
30917,Prospect Village,Staffordshire,England
30918,Prospidnick,Cornwall,England
30919,Provanmill,Glasgow City,Scotland
30920,Prowse,Devon,England
30921,Prudhoe,Northumberland,England
30922,Prussia Cove,Cornwall,England
30923,Publow,Somerset,England
30924,Puckeridge,Hertfordshire,England
30925,Puckington,Somerset,England
30926,Pucklechurch,Gloucestershire,England
30927,Pucknall,Hampshire,England
30928,Puckrup,Gloucestershire,England
30929,Puckshole,Gloucestershire,England
30930,Puddaven,Devon,England
30931,Pudding Pie Nook,Lancashire,England
30932,Puddinglake,Cheshire,England
30933,Puddington,Cheshire,England
30934,Puddington,Devon,England
30935,Puddle,Cornwall,England
30936,Puddlebridge,Somerset,England
30937,Puddledock,Norfolk,England
30938,Puddledock,Kent,England
30939,Puddledock,Kent,England
30940,Puddletown,Dorset,England
30941,Pudleigh,Somerset,England
30942,Pudleston,Herefordshire,England
30943,Pudsey,West Yorkshire,England
30944,Pudsey,West Yorkshire,England
30945,Pulborough,West Sussex,England
30946,Pule Hill,West Yorkshire,England
30947,Puleston,Shropshire,England
30948,Pulford,Cheshire,England
30949,Pulham,Dorset,England
30950,Pulham Market,Norfolk,England
30951,Pulham St Mary,Norfolk,England
30952,Pullens Green,Gloucestershire,England
30953,Pulley,Shropshire,England
30954,Pullington,Kent,England
30955,Pulloxhill,Bedfordshire,England
30956,Pullyernan,Strabane,Northern Ireland
30957,Pulpit Hill,Argyll and Bute,Scotland
30958,Pulverbatch,Shropshire,England
30959,Pumpherston,West Lothian,Scotland
30960,Pumsaint,Carmarthenshire,Wales
30961,Puncheston/Cas - Mael,Pembrokeshire,Wales
30962,Puncknowle,Dorset,England
30963,Punnett's Town,East Sussex,England
30964,Purbrook,Hampshire,England
30965,Purdysburn,Castlereagh,Northern Ireland
30966,Purewell,Dorset,England
30967,Purfleet,Kent,England
30968,Puriton,Somerset,England
30969,Purleigh,Essex,England
30970,Purley,"Croydon, Greater London",England
30971,Purley on Thames,Berkshire,England
30972,Purlie Lodge,Highland,Scotland
30973,Purlogue,Shropshire,England
30974,Purlpit,Wiltshire,England
30975,Purls Bridge,Cambridgeshire,England
30976,Purn,Somerset,England
30977,Purse Caundle,Dorset,England
30978,Purslow,Shropshire,England
30979,Purston Jaglin,West Yorkshire,England
30980,Purtington,Somerset,England
30981,Purton,Gloucestershire,England
30982,Purton,Gloucestershire,England
30983,Purton,Wiltshire,England
30984,Purton,Berkshire,England
30985,Purton Common,Wiltshire,England
30986,Purton Stoke,Wiltshire,England
30987,Purwell,Hertfordshire,England
30988,Pury End,Northamptonshire,England
30989,Pusey,Oxfordshire,England
30990,Putley,Herefordshire,England
30991,Putley Common,Herefordshire,England
30992,Putley Green,Herefordshire,England
30993,Putloe,Gloucestershire,England
30994,Putney,"Wandsworth, Greater London",England
30995,Putney Heath,"Wandsworth, Greater London",England
30996,Putney Vale,"Wandsworth, Greater London",England
30997,Putnoe,Bedfordshire,England
30998,Putsborough,Devon,England
30999,Putson,Herefordshire,England
31000,Puttenham,Hertfordshire,England
31001,Puttenham,Surrey,England
31002,Puttock End,Essex,England
31003,Puttock's End,Essex,England
31004,Putton,Dorset,England
31005,Puxey,Dorset,England
31006,Puxley,Northamptonshire,England
31007,Puxton,Somerset,England
31008,Pwll,Powys,Wales
31009,Pwll,Carmarthenshire,Wales
31010,Pwll-clai,Flintshire,Wales
31011,Pwll-glâs,Denbighshire,Wales
31012,Pwll-Mawr,Cardiff,Wales
31013,Pwll-melyn,Flintshire,Wales
31014,Pwll-trap,Carmarthenshire,Wales
31015,Pwll-y-glaw,Neath Port Talbot,Wales
31016,Pwllcrochan,Pembrokeshire,Wales
31017,Pwllgloyw,Powys,Wales
31018,Pwllheli,Gwynedd,Wales
31019,Pwllmeyric,Monmouthshire,Wales
31020,Pwllypant,Caerphilly,Wales
31021,Pye Bridge,Derbyshire,England
31022,Pye Corner,Newport,Wales
31023,Pye Corner,Newport,Wales
31024,Pye Corner,Gloucestershire,England
31025,Pye Corner,Devon,England
31026,Pye Corner,Kent,England
31027,Pye Green,Staffordshire,England
31028,Pye Hill,Nottinghamshire,England
31029,Pyecombe,West Sussex,England
31030,Pyewipe,Lincolnshire,England
31031,Pyle,Swansea,Wales
31032,Pyle,Isle of Wight,England
31033,Pyle Hill,Surrey,England
31034,Pyle/Y Pîl,Neath Port Talbot,Wales
31035,Pylehill,Hampshire,England
31036,Pyleigh,Somerset,England
31037,Pylle,Somerset,England
31038,Pymoor,Cambridgeshire,England
31039,Pymore,Dorset,England
31040,Pymore/Pymoor,Cambridgeshire,England
31041,Pype Hayes,West Midlands,England
31042,Pyrford,Surrey,England
31043,Pyrford Green,Surrey,England
31044,Pyrford Village,Surrey,England
31045,Pyrland,Somerset,England
31046,Pyrton,Oxfordshire,England
31047,Pytchley,Northamptonshire,England
31048,Pyworthy,Devon,England
31049,Quabbs,Shropshire,England
31050,Quabrook,East Sussex,England
31051,Quadring,Lincolnshire,England
31052,Quadring Eaudike,Lincolnshire,England
31053,Quags Corner,West Sussex,England
31054,Quainton,Buckinghamshire,England
31055,Quaker's Yard,Merthyr Tydfil,Wales
31056,Quaking Houses,County Durham,England
31057,Quality Corner,Cumbria,England
31058,Quarhouse,Gloucestershire,England
31059,Quarley,Hampshire,England
31060,Quarmby,West Yorkshire,England
31061,Quarndon,Derbyshire,England
31062,Quarndon Common,Derbyshire,England
31063,Quarr Hill,Isle of Wight,England
31064,Quarrelton,Renfrewshire,Scotland
31065,Quarrendon,Buckinghamshire,England
31066,Quarriers Village,Inverclyde,Scotland
31067,Quarrington,Lincolnshire,England
31068,Quarrington Hill,County Durham,England
31069,Quarry Bank,West Midlands,England
31070,Quarry Heath,Staffordshire,England
31071,Quarry Hill,Staffordshire,England
31072,Quarrybank,Cheshire,England
31073,Quarrymill,Perth and Kinross,Scotland
31074,Quarrywood,Moray,Scotland
31075,Quarter,South Lanarkshire,Scotland
31076,Quarterbank,Perth and Kinross,Scotland
31077,Quartley,Devon,England
31078,Quatford,Shropshire,England
31079,Quatquoy,Orkney Islands,Scotland
31080,Quatt,Shropshire,England
31081,Quebec,County Durham,England
31082,Quebec,West Sussex,England
31083,Quedgeley,Gloucestershire,England
31084,Queen Adelaide,Cambridgeshire,England
31085,Queen Camel,Somerset,England
31086,Queen Charlton,Somerset,England
31087,Queen Dart,Devon,England
31088,Queen Oak,Wiltshire,England
31089,Queen Street,Kent,England
31090,Queen's Bower,Isle of Wight,England
31091,Queen's Corner,West Sussex,England
31092,Queen's Head,Shropshire,England
31093,Queen's Park,Lancashire,England
31094,Queen's Park,Cheshire,England
31095,Queen's Park,Northamptonshire,England
31096,Queen's Park,Bedfordshire,England
31097,Queen's Park,Essex,England
31098,Queenborough,Kent,England
31099,Queenhill,Worcestershire,England
31100,Queens Island,Belfast,Northern Ireland
31101,Queensbury,West Yorkshire,England
31102,Queensbury,"Harrow, Greater London",England
31103,Queensferry,City of Edinburgh,Scotland
31104,Queensferry,Flintshire,Wales
31105,Queenslie,Glasgow City,Scotland
31106,Queenstown,Lancashire,England
31107,Queensville,Staffordshire,England
31108,Queensway,Fife,Scotland
31109,Queensway Old Dalby,Leicestershire,England
31110,Queenzieburn,North Lanarkshire,Scotland
31111,Quemerford,Wiltshire,England
31112,Quendale,Shetland Islands,Scotland
31113,Quendon,Essex,England
31114,Queniborough,Leicestershire,England
31115,Quenington,Gloucestershire,England
31116,Quernmore,Lancashire,England
31117,Queslett,West Midlands,England
31118,Quethiock,Cornwall,England
31119,Quhamm,Shetland Islands,Scotland
31120,Quholm,Orkney Islands,Scotland
31121,Quick,Greater Manchester,England
31122,Quick Edge,Greater Manchester,England
31123,Quick's Green,Berkshire,England
31124,Quidenham,Norfolk,England
31125,Quidhampton,Wiltshire,England
31126,Quidhampton,Hampshire,England
31127,Quilquox,Aberdeenshire,Scotland
31128,Quina Brook,Shropshire,England
31129,Quinbury End,Northamptonshire,England
31130,Quinton,West Midlands,England
31131,Quinton,Northamptonshire,England
31132,Quintrell Downs,Cornwall,England
31133,Quixhill,Staffordshire,England
31134,Quoditch,Devon,England
31135,Quoisley,Cheshire,England
31136,Quoit,Cornwall,England
31137,Quorn or Quorndon,Leicestershire,England
31138,Quorndon or Quorn,Leicestershire,England
31139,Quothquan,South Lanarkshire,Scotland
31140,Quoyloo,Orkney Islands,Scotland
31141,Quoyness,Shetland Islands,Scotland
31142,Quoyness,Orkney Islands,Scotland
31143,Quoys,Shetland Islands,Scotland
31144,Quoys,Shetland Islands,Scotland
31145,Quoys of Catfirth,Shetland Islands,Scotland
31146,Quoyscottie,Orkney Islands,Scotland
31147,Rabbit's Cross,Kent,England
31148,Rableyheath,Hertfordshire,England
31149,Raby,Cumbria,England
31150,Raby,Merseyside,England
31151,Racecourse,Suffolk,England
31152,Racedown,Hampshire,England
31153,Rachan Mill,Scottish Borders,Scotland
31154,Rachub,Gwynedd,Wales
31155,Rack End,Oxfordshire,England
31156,Rackenford,Devon,England
31157,Rackham,West Sussex,England
31158,Rackheath,Norfolk,England
31159,Rackley,Somerset,England
31160,Racks,Dumfries and Galloway,Scotland
31161,Rackwick,Orkney Islands,Scotland
31162,Rackwick,Orkney Islands,Scotland
31163,Radbourne,Derbyshire,England
31164,Radcliffe,Northumberland,England
31165,Radcliffe,Greater Manchester,England
31166,Radcliffe on Trent,Nottinghamshire,England
31167,Radclive,Buckinghamshire,England
31168,Radcot,Oxfordshire,England
31169,Raddery,Highland,Scotland
31170,Raddington,Somerset,England
31171,Raddon,Devon,England
31172,Radernie,Fife,Scotland
31173,Radfall,Kent,England
31174,Radfield,Kent,England
31175,Radford,Nottinghamshire,England
31176,Radford,Worcestershire,England
31177,Radford,West Midlands,England
31178,Radford,Oxfordshire,England
31179,Radford,Somerset,England
31180,Radford Semele,Warwickshire,England
31181,Radfordbridge,Oxfordshire,England
31182,Radipole,Dorset,England
31183,Radlet,Somerset,England
31184,Radlett,Hertfordshire,England
31185,Radley,Oxfordshire,England
31186,Radley Green,Essex,England
31187,Radley Park,Oxfordshire,England
31188,Radlith,Shropshire,England
31189,Radmanthwaite,Nottinghamshire,England
31190,Radmoor,Shropshire,England
31191,Radmore Green,Cheshire,England
31192,Radmore Wood,Staffordshire,England
31193,Radnage,Buckinghamshire,England
31194,Radnor,Cornwall,England
31195,Radnor Park,West Dunbartonshire,Scotland
31196,Radstock,Somerset,England
31197,Radstone,Northamptonshire,England
31198,Radway,Warwickshire,England
31199,Radway Green,Cheshire,England
31200,Radwell,Bedfordshire,England
31201,Radwell,Hertfordshire,England
31202,Radwinter,Essex,England
31203,Radwinter End,Essex,England
31204,Radyr,Cardiff,Wales
31205,Raehills,Dumfries and Galloway,Scotland
31206,RAF Coltishall,Norfolk,England
31207,Rafborough,Hampshire,England
31208,Rafford,Moray,Scotland
31209,Raffrey,Down,Northern Ireland
31210,Raga,Shetland Islands,Scotland
31211,Ragdale,Leicestershire,England
31212,Ragdon,Shropshire,England
31213,Raggalds,West Yorkshire,England
31214,Ragged Appleshaw,Hampshire,England
31215,Raggra,Highland,Scotland
31216,Raginnis,Cornwall,England
31217,Raglan,Monmouthshire,Wales
31218,Ragmere,Norfolk,England
31219,Ragnal,Berkshire,England
31220,Ragnall,Nottinghamshire,England
31221,Rahane,Argyll and Bute,Scotland
31222,Raholp,Down,Northern Ireland
31223,Rahony,Omagh,Northern Ireland
31224,Railsbrough,Shetland Islands,Scotland
31225,Rain Shore,Greater Manchester,England
31226,Rainbow Hill,Worcestershire,England
31227,Rainford,Merseyside,England
31228,Rainford Junction,Merseyside,England
31229,Rainham,"Havering, Greater London",England
31230,Rainham,Kent,England
31231,Rainhill,Merseyside,England
31232,Rainhill Stoops,Merseyside,England
31233,Rainow,Cheshire,England
31234,Rainowlow,Cheshire,England
31235,Rainsough,Greater Manchester,England
31236,Rainton,North Yorkshire,England
31237,Rainton Bridge,Tyne and Wear,England
31238,Rainton Gate,County Durham,England
31239,Rainworth,Nottinghamshire,England
31240,Raisbeck,Cumbria,England
31241,Raise,Cumbria,England
31242,Rait,Perth and Kinross,Scotland
31243,Raithby,Lincolnshire,England
31244,Raithby by Spilsby,Lincolnshire,England
31245,Rake,Hampshire,England
31246,Rake Common,Hampshire,England
31247,Rake End,Staffordshire,England
31248,Rake Head,Lancashire,England
31249,Rakes Dale,Staffordshire,England
31250,Rakeway,Staffordshire,England
31251,Rakewood,Greater Manchester,England
31252,Raleigh,Devon,England
31253,Rallt,Swansea,Wales
31254,Ram,Carmarthenshire,Wales
31255,Ram Alley,Wiltshire,England
31256,Ram Hill,Gloucestershire,England
31257,Ram Lane,Kent,England
31258,Ramah,Shetland Islands,Scotland
31259,Ramasaig,Highland,Scotland
31260,Rame,Cornwall,England
31261,Rame,Cornwall,England
31262,Ramnageo,Shetland Islands,Scotland
31263,Rampisham,Dorset,England
31264,Rampside,Cumbria,England
31265,Rampton,Nottinghamshire,England
31266,Rampton,Cambridgeshire,England
31267,Ramsbottom,Greater Manchester,England
31268,Ramsburn,Moray,Scotland
31269,Ramsbury,Wiltshire,England
31270,Ramscraigs,Highland,Scotland
31271,Ramsdean,Hampshire,England
31272,Ramsdell,Hampshire,England
31273,Ramsden,Worcestershire,England
31274,Ramsden,Oxfordshire,England
31275,Ramsden,"Bromley, Greater London",England
31276,Ramsden Bellhouse,Essex,England
31277,Ramsden Heath,Essex,England
31278,Ramsden Wood,West Yorkshire,England
31279,Ramsey,Cambridgeshire,England
31280,Ramsey,Essex,England
31281,Ramsey Forty Foot,Cambridgeshire,England
31282,Ramsey Island,Essex,England
31283,Ramsey Mereside,Cambridgeshire,England
31284,Ramsey St Mary's,Cambridgeshire,England
31285,Ramsgate,Kent,England
31286,Ramsgill,North Yorkshire,England
31287,Ramshaw,County Durham,England
31288,Ramshaw,County Durham,England
31289,Ramsholt,Suffolk,England
31290,Ramshorn,Staffordshire,England
31291,Ramsley,Devon,England
31292,Ramslye,Kent,England
31293,Ramsnest Common,Surrey,England
31294,Ranais,Na h-Eileanan an Iar,Scotland
31295,Ranby,Nottinghamshire,England
31296,Ranby,Lincolnshire,England
31297,Rand,Lincolnshire,England
31298,Randalstown,Antrim,Northern Ireland
31299,Randlay,Shropshire,England
31300,Randwick,Gloucestershire,England
31301,Ranelly,Omagh,Northern Ireland
31302,Ranfurly,Renfrewshire,Scotland
31303,Rangemore,Staffordshire,England
31304,Rangeworthy,Gloucestershire,England
31305,Rank's Green,Essex,England
31306,Rankinston,East Ayrshire,Scotland
31307,Ranmoor,South Yorkshire,England
31308,Ranmore Common,Surrey,England
31309,Ranochan,Highland,Scotland
31310,Ranskill,Nottinghamshire,England
31311,Ranton,Staffordshire,England
31312,Ranton Green,Staffordshire,England
31313,Ranworth,Norfolk,England
31314,Raon na Crèadha,Na h-Eileanan an Iar,Scotland
31315,Rapkyns,West Sussex,England
31316,Raploch,Stirling,Scotland
31317,Rapness,Orkney Islands,Scotland
31318,Rapps,Somerset,England
31319,Rascal Moor,East Riding of Yorkshire,England
31320,Rasharkin,Ballymoney,Northern Ireland
31321,Rashielee,Renfrewshire,Scotland
31322,Rashwood,Worcestershire,England
31323,Raskelf,North Yorkshire,England
31324,Rassau,Blaenau Gwent,Wales
31325,Rastrick,West Yorkshire,England
31326,Ratagan,Highland,Scotland
31327,Ratby,Leicestershire,England
31328,Ratcliff,"Tower Hamlets, Greater London",England
31329,Ratcliffe Culey,Leicestershire,England
31330,Ratcliffe on Soar,Leicestershire,England
31331,Ratcliffe on the Wreake,Leicestershire,England
31332,Ratford,Wiltshire,England
31333,Ratfyn,Wiltshire,England
31334,Rathen,Aberdeenshire,Scotland
31335,Rathfriland,Banbridge,Northern Ireland
31336,Rathillet,Fife,Scotland
31337,Rathkenny,Ballymena,Northern Ireland
31338,Rathmell,North Yorkshire,England
31339,Ratho,City of Edinburgh,Scotland
31340,Ratho Station,City of Edinburgh,Scotland
31341,Rathsherry,Ballymena,Northern Ireland
31342,Rathven,Moray,Scotland
31343,Ratlake,Hampshire,England
31344,Ratley,Warwickshire,England
31345,Ratling,Kent,England
31346,Ratlinghope,Shropshire,England
31347,Ratsloe,Devon,England
31348,Ratten Row,Cumbria,England
31349,Ratten Row,Cumbria,England
31350,Ratten Row,Lancashire,England
31351,Ratten Row,Norfolk,England
31352,Rattery,Devon,England
31353,Rattlesden,Suffolk,England
31354,Rattray,Perth and Kinross,Scotland
31355,Raughton,Cumbria,England
31356,Raughton Head,Cumbria,England
31357,Raunds,Northamptonshire,England
31358,Ravelston,City of Edinburgh,Scotland
31359,Raven's Green,Essex,England
31360,Ravenfield,South Yorkshire,England
31361,Ravenglass,Cumbria,England
31362,Ravenhead,Merseyside,England
31363,Ravenhills Green,Worcestershire,England
31364,Raveningham,Norfolk,England
31365,Ravenscar,North Yorkshire,England
31366,Ravenscliffe,West Yorkshire,England
31367,Ravenscliffe,Staffordshire,England
31368,Ravenscraig,Inverclyde,Scotland
31369,Ravensden,Bedfordshire,England
31370,Ravenseat,North Yorkshire,England
